comentario;titulo;etiqueta
Es exactamente lo que buscaba.;Bien calidad/precio;positivo
Buen producto, pero para un honor 9 lite no, ya que no cubre bien la pantalla, como ya dicen otros comentarios. Así que compra inútil.;Para Honor 9 lite no, no lo intentes;negativo
Por algún motivo se entrecortaba constantemente cuando los usaba, teniendo que reiniciarlos cada vez (pulsar 15 seg. ambos auriculares) para que funcionasen, lo que los hacía muy poco útiles.;tuve que devolverlos;negativo
Excelente relación calidad/precio. Dos focos a muy buen precio y luz aceptable para un espacio no demasiado grande;Excelente relación calidad/precio;positivo
Escriben muy bien y son de calidad. Por un precio tan bajo son perfectos y no se repite ninguno.;Gran variedad y calidad.;positivo
Para fans dr la serie. Sino es un trasto;No tiene juego. Solo para fans;negativo
Encaja perfecto con nuestra cama, al fin hemos encontrado una sábana que encaje genial!;Perfecto;positivo
La opción que vengan en una caja es magnífica. Los tienes todos ordenados;Divertidos;positivo
El producto es un desastre, en los primeros giros se desmontan las piezas y queda impracticable.;Se desmontan al primer giro;negativo
Sobresale demasiado la piedra, por lo q se engancha muy frecuentemente con todo, y es bastante incómodo de llevar sin temor a hacerte daño en la nariz .;La piedra sobresale mucho;negativo
Ha venido la caja rajada por un lado aunq el precinto esta intacto;Esther Martínez;neutro
llego antes de lo esperado bien embalado y protegido en un estuche muy mono el reloj era como parecia y la pulserita que parecia muy sencilla en las imagenes, tiene una mariposa en relieve en plata que es preciosa muy razonable el precio;encantados;neutro
Pese a indicar el horario de entrega, el repartidor vino cuando le dio la gana y dejó el paquete en la calle durante toda la noche.;Repartidor nefasto;negativo
Llegó rápido, el producto está bien , pero vino sin la espátula. Tube que hacer una espátula yo.;Buen producto a buen precio;positivo
El envío fue muy rápido pero devolví el producto porque la tapa llegó con la pintura desgastada y aunque sea un producto barato , las condiciones deben ser óptimas y para mi no lo eran;Procedí a su devolución;negativo
Los utilicé en el pastel de mi pre-boda, celebración por el ayuntamiento. Como detalle del paste queda muy gracioso. Para quien le guste el mundo de Bola de Drac.;Muy bonitos;positivo
No me dí cuenta pero uno de los juegos venía muy dañado en un par de sitios, con tela defectuosa. Muestro foto de la almohada. Como ya había cosido para dividir la almohada en dos pequeñas, pues no podré reclamar...;Parecía que bien, pero no. Tela defectuosa. MAL.;negativo
Nunca me llegó el producto;Fatal;negativo
Siempre piensa que para usar estos focos has de hacerte con una mesa de iluminación dmx 512 para sacarle el máximo partido. Son aparatos compactos con bastante luz (unos 160w de led) y responden bien a las ordenes desde la mesa. Como pega le podían haber puesto unas palas pero por el precio es un producto muy correcto y fiable;Un foco par led bastante potente y a buen precio;negativo
Tarjeta básica, va bien, pero le hecho en falta posibilidades de configuración...por lo demás, no tengo quejas de funcionamiento...la necesitaba para lo básico, y ya está.;Bien;negativo
Buena autonomía, variedad de salidas USB No sé descarga si no lo usas y quizás su tiempo de recarga es algo lento. Por lo demás muy contento.;Gran autonomía;negativo
Encaja muy bien el movil;Buen encaje;positivo
El diseño es muy bonito y el reloj es muy comodo;Diseño;positivo
Cumple lo que promete. Pero poco funcional y algo voluminoso.;Cumple lo que promete;negativo
Tuvimos problemas con la batería, que en menos de 3 meses estaba fallando haciendo que el teléfono se apagase con una carga cerca del 70% al usar aplicaciones como Google Maps o Candy Crush. Tras contactar con el vendedor, éste no puso ningún problema en cambiarnos la batería por una nueva que funciona perfectamente por el momento. Eso sí, por algún motivo el envío se demoró algunos días más de lo necesario.;El vendedor responde;negativo
Recibido en su plazo como en el 95% de mis ocasiones. Tenía otros de este tipo en un renault clio, facil instalación y buen funcionamiento. Los compré a buen precio si comparo con lo que había mirado en grandes superficies comerciales. Merece la pena.;Cumple con lo que se espera;positivo
Por ese precio hay productos mucho mas buenos personalmente no me gusta no quita ni la ralla de un lapiz.;No lo recomiendo;negativo
No es el mismo que pedí;Juani;negativo
Absolutamente incompatible con una funda trasera de protección. Como no sella bien, la funda lo levanta y se despega por las esquinas. De lo peor que he comprado;No recomendable;negativo
Como tuper muy bien, cierra hermético y cumple su función pero no lleva rejilla de descongelación que es para lo que lo compré. No me hubiera gastado este dinero por internet sólo por un tuper de 1 litro....;Buen tuper pero no lleva rejilla;negativo
Me lo esperaba más grande y no tiene para ponerlo en el carro;Regular;negativo
Lámpara moderna y funcional. Muy flexible y con tres intensidades de luz para diferentes ocasiones. Se ve robusta a pesar de que no lo parece en la foto.;Moderna, funcional y barata;negativo
La funda venia super sucia pegajosa la intente limpiar y no se quitaba no me gustó nada como bien o de presencia;Amanda;negativo
Muy bonito. Queda bien en cualquier lugar;COQUETO;positivo
No se adhiere en los bordes dejando 1 mm despegado todo el perímetro del cristal ... queda muy mal. He probado los dos cristales y el resultado es el mismo.;No se adhiere en los bordes...;negativo
Encaja a la perfección en mí Canon PowerShot SX 540 HS. Calidad - precio, recomendable.;Buen producto...;positivo
PELIGRO!!! Compre el mismo producto a 1€ más 2 de gasto de envio Nunca llegó ESTAFADOR!!!!!!;PELIGRO!!!!!!!!!!;negativo
Estos guantes pone que son impermeables pero en realidad no lo son solo no deja pasar las primeras pequeñas gotas pero cuando la lluvia aumenta se empapan por dentro igual qué unas normales;No son impermeables;negativo
Pega con facilidad, pero venía con arrugas que me hicieron muy difícil la colocación sin dejar burbujas.;Venía con arrugas.;negativo
Funciona bien, pero es tan pequeño que el chorro se disipa tras 15-20 cm. Muy conseguido el efecto vapor. Ruidoso.;Para bonsais;negativo
La mesa está bastante bien en general, quizás los cajones de tela si fueran un poco más fuerte mejor.;Buena relación calidad-precio.;positivo
Muy bonitos y decorativos pero al tiempo ( unos meses) les salieron pelotillas. Solo viene la funda. Fue para un regalo que gustó mucho;Bien pero por poco tiempo;neutro
Lo hemos puesto en la cocina y estamos muy contentos con el producto, repetiría sin duda. Es una buena compra.;Totalmente recomendable;positivo
Muy práctica bolsa para llevar una cámara y un objetivo. En la tapa, por la parte interior, un par de bolsillos para llevar tarjetas de memoria. Separadores con Velcro para adaptar los compartimentos a la medida que corresponda. Se puede llevar una mochila pequeña reforzando la seguridad de posibles golpes. Muy recomendable.;Ideal para llevar una cámara y un objetivo;positivo
una desilusión, al final no me llegó;NO LLEGÓ;negativo
Detras de una estetica estupenda , esta radio tiene un sonido malisimo. Ademas, la memorizacion de emisoras es muy compleja y dificil de usar. Una lastima.;Sonido malo y compleja configuracion;negativo
Hola, He montado el boton y el iphone ahora no me permite activar el desbloqueo por huella dactilar. Hay que realizar algun paso adicional al montaje para que se pueda utilizar o al cambiar el boton se pierde esta opcion ?? Gracias.;No funciona la identificacion por huella.;negativo
Tacto muy suave y tamaño adecuado;Ferdinand;negativo
Todo bien y todo correcto y empaquetado.;Protector de pantalla.;positivo
Es buena funda y funciona a la perfeccion, pero solo los 5 primeros meses, despues la pantalla de fuera deja de funcionar por completo;Decepcion;negativo
Un auricular ha dejado de funcionar durante los 3 meses siguientes a la compra. El fabricante quebró y no hay manera de conectar con su departamento de soporte. La tienda del vendedor está en UK no se hace responsable de nada más que de facilitar el telefono del fabricante , que es inútil . A pesar de que el fabricante ya habia dejado de dar soporte cuando se produjo la transacción Una lotería;Fabricante no da soporte/tienda incumple ley de garantias;negativo
No trae instrucciones y el micro es muy malo ¿Alguien ha conseguido las instrucciones en papel o PDF ? ¿Me las podéis mandar? Gracias.;Sin instrucciones;negativo
Es muy bonito pero no pega, se despega todo el tiempo de la pared, se cae;No se pega a la pared;negativo
Está bien, muy completo para la piel. Sin embargo, es crema no serum.;Hidratación y nutrición;negativo
La recomiendo para inducción. Solo funciona en los fuegos pequeños.;No se pega y fácil de limpiar.;negativo
Dentro tenia una pequeña junta ennegrecida. Parecia oxido. Cerraba muy bien. La he devuelto.;No me ha gustado;negativo
Todo perfecto aunque algo pequeño. Hace perfecto su función y los niños les ha gustado mucho. Recomendable hasta 8-9 años;Tal como se describe;positivo
A los pocos meses de comprarla se rompieron los peines que son casi de papel. He funcionado con ellos a base de loctite. La batería cada vez peor. Hoy la batería ha palmado. No carga. Por lo que veo en los comentarios es algo común. Ni una más de esta marca;Mala;negativo
dura poco la batería;dura poco la batería;neutro
la compre porque queria que cortara haciendo formas pero las formas solo las hace la pequeña y se mueve, no coge mas de dos folios y si no haces fuerza ni corta del todo. ademas que solo tiene de forma una honda, doble linea o discontinua;fatal;negativo
Las uso cada día para ir a comprar, trae dos tamaños y texturas, son súper útiles y de buena calidad y ante todo se deja de utilizar el plástico;Poder reducir el consumo de bolsas de plástico;positivo
Venia sin envoltorio, solo la caja de cereales y venía chafada la caja.;El producto es el adecuado pero la caja de cereales venía sin envoltorio y venía chafada;neutro
No cumple lo prometido.No era tal vez el tipo de magnesio que necesitaba.;No es lo que esperaba;negativo
La compramos para la oficina. La entrega ha sido dentro del tiempo estimado. Ha llegado bien embalada. El montaje es muy rápido y fácil. Vienen las piezas bien identificadas, además de llevar la herramienta necesaria par el montaje. Las instrucciones son claras y fáciles de seguir. Si se reparte la ropa bien, es estable. contentos con la compra.;Rápido de montar y funcional;positivo
Calidad precio aceptable!!!;Aceptable;positivo
Producto esta bastante bien de calidad de materiales. Se monta fácil. Es estable. Consume cerca de 800 watios.;Esta bien.;positivo
